1,tensor(93.2034),tensor(90.4437)
2,tensor(90.8274),tensor(84.2477)
3,tensor(81.2207),tensor(73.1102)
1,tensor(91.7982),tensor(91.7804)
4,tensor(70.9471),tensor(63.8358)
2,tensor(86.3151),tensor(82.4026)
5,tensor(62.1715),tensor(59.0819)
3,tensor(78.4435),tensor(76.0944)
6,tensor(57.1346),tensor(57.6661)
4,tensor(70.7381),tensor(71.4498)
7,tensor(55.6154),tensor(57.0032)
8,tensor(54.5841),tensor(56.9024)
5,tensor(65.5734),tensor(66.7497)
9,tensor(53.8316),tensor(56.6173)
6,tensor(60.7604),tensor(63.9219)
10,tensor(53.2412),tensor(56.3822)
7,tensor(57.6758),tensor(61.3443)
11,tensor(52.7857),tensor(56.4886)
8,tensor(54.9700),tensor(59.3497)
12,tensor(52.1675),tensor(56.2371)
13,tensor(51.7521),tensor(55.7789)
9,tensor(53.6958),tensor(58.3160)
14,tensor(51.1962),tensor(55.7093)
1,tensor(93.5575),tensor(88.4557)
10,tensor(53.1857),tensor(57.9551)
15,tensor(50.5519),tensor(55.5433)
2,tensor(91.1180),tensor(82.1726)
11,tensor(52.7872),tensor(57.7532)
16,tensor(50.0083),tensor(55.1569)
3,tensor(81.2084),tensor(73.1375)
12,tensor(52.5611),tensor(57.3985)
17,tensor(49.3488),tensor(55.0689)
4,tensor(70.7496),tensor(63.7451)
13,tensor(52.2831),tensor(57.2158)
18,tensor(48.7090),tensor(55.0744)
1,tensor(93.6290),tensor(88.2561)
5,tensor(61.8355),tensor(58.1273)
19,tensor(48.0946),tensor(54.9293)
14,tensor(52.0181),tensor(57.0331)
2,tensor(91.1131),tensor(82.5363)
20,tensor(47.4485),tensor(54.9633)
6,tensor(56.9517),tensor(56.1294)
15,tensor(51.6777),tensor(57.0791)
3,tensor(81.2762),tensor(73.5301)
21,tensor(46.8075),tensor(54.9657)
4,tensor(70.7092),tensor(67.0150)
16,tensor(51.3117),tensor(57.1565)
7,tensor(55.4955),tensor(55.7574)
22,tensor(46.1873),tensor(54.9222)
5,tensor(61.6710),tensor(63.4646)
17,tensor(50.9761),tensor(56.9662)
8,tensor(54.4765),tensor(55.2785)
23,tensor(45.7119),tensor(54.9967)
6,tensor(56.3024),tensor(61.9991)
18,tensor(50.5293),tensor(56.9080)
9,tensor(53.7296),tensor(54.7130)
24,tensor(45.1614),tensor(54.9011)
7,tensor(54.5797),tensor(61.5646)
19,tensor(50.1045),tensor(56.8414)
25,tensor(44.6985),tensor(54.8225)
10,tensor(53.0542),tensor(54.3779)
8,tensor(53.5756),tensor(61.1792)
20,tensor(49.5841),tensor(56.8037)
26,tensor(44.3181),tensor(54.7948)
11,tensor(52.5742),tensor(53.8127)
9,tensor(52.9783),tensor(60.4541)
27,tensor(43.9795),tensor(55.0189)
21,tensor(49.1120),tensor(56.6625)
12,tensor(51.9185),tensor(53.7494)
28,tensor(43.4090),tensor(54.9875)
10,tensor(52.4836),tensor(60.0011)
22,tensor(48.5352),tensor(56.4565)
29,tensor(43.0597),tensor(55.1193)
13,tensor(51.5293),tensor(53.4181)
11,tensor(52.0404),tensor(59.7502)
23,tensor(48.0320),tensor(56.4137)
14,tensor(50.9510),tensor(53.4378)
12,tensor(51.5163),tensor(59.6771)
24,tensor(47.4407),tensor(56.1976)
13,tensor(51.1184),tensor(59.4658)
15,tensor(50.3238),tensor(53.5513)
25,tensor(46.8435),tensor(56.2497)
16,tensor(49.8219),tensor(53.6082)
14,tensor(50.6476),tensor(59.3363)
26,tensor(46.1786),tensor(56.2429)
15,tensor(50.0441),tensor(59.4017)
17,tensor(49.1478),tensor(53.5408)
16,tensor(49.6004),tensor(59.2789)
27,tensor(45.5741),tensor(56.3156)
18,tensor(48.5175),tensor(53.4501)
17,tensor(48.9476),tensor(59.1316)
28,tensor(44.8933),tensor(56.4874)
19,tensor(47.8995),tensor(53.4266)
18,tensor(48.3618),tensor(59.1092)
29,tensor(44.3516),tensor(56.5624)
20,tensor(47.2873),tensor(53.3663)
19,tensor(47.7847),tensor(58.9489)
30,tensor(43.7609),tensor(56.7615)
21,tensor(46.6197),tensor(53.1998)
20,tensor(47.1017),tensor(58.7632)
31,tensor(43.2840),tensor(56.7794)
22,tensor(46.0030),tensor(53.2552)
21,tensor(46.4110),tensor(58.6538)
32,tensor(42.6858),tensor(56.9419)
23,tensor(45.4583),tensor(53.2576)
22,tensor(45.6854),tensor(58.4538)
33,tensor(42.1599),tensor(56.9875)
24,tensor(44.8732),tensor(53.4874)
23,tensor(45.1686),tensor(58.3564)
24,tensor(44.5776),tensor(58.1624)
34,tensor(41.6646),tensor(57.2008)
25,tensor(44.3189),tensor(53.5993)
25,tensor(44.0591),tensor(58.2666)
26,tensor(43.8580),tensor(53.6139)
26,tensor(43.5747),tensor(58.3143)
27,tensor(43.3457),tensor(53.9055)
27,tensor(43.2085),tensor(58.4336)
28,tensor(42.7939),tensor(53.7009)
28,tensor(42.6528),tensor(58.7575)
29,tensor(42.2565),tensor(53.7374)
29,tensor(42.1940),tensor(58.8011)
30,tensor(41.8065),tensor(53.6238)
30,tensor(41.7224),tensor(59.1095)
31,tensor(41.3280),tensor(59.2409)
31,tensor(41.3641),tensor(53.4789)
1,tensor(91.3078),tensor(93.0565)
32,tensor(40.7903),tensor(59.5895)
33,tensor(40.3082),tensor(59.6997)
2,tensor(86.2754),tensor(82.6228)
34,tensor(39.7211),tensor(59.9090)
3,tensor(78.8843),tensor(78.6507)
4,tensor(72.1078),tensor(75.1565)
5,tensor(68.1863),tensor(71.4707)
6,tensor(63.2869),tensor(68.7122)
7,tensor(59.3217),tensor(65.0029)
8,tensor(55.3642),tensor(62.7032)
9,tensor(52.8657),tensor(61.8668)
10,tensor(51.7252),tensor(61.6414)
11,tensor(51.1630),tensor(61.2615)
12,tensor(50.6850),tensor(61.1265)
13,tensor(50.2341),tensor(61.0812)
14,tensor(49.7405),tensor(61.0044)
15,tensor(49.3252),tensor(61.0711)
16,tensor(48.9034),tensor(61.0966)
17,tensor(48.5718),tensor(61.0279)
18,tensor(48.1567),tensor(60.9306)
19,tensor(47.8077),tensor(60.9210)
20,tensor(47.4336),tensor(60.8618)
21,tensor(47.0820),tensor(60.8175)
22,tensor(46.6249),tensor(60.7104)
23,tensor(46.1365),tensor(60.6210)
24,tensor(45.5693),tensor(60.7489)
25,tensor(44.9492),tensor(60.6905)
26,tensor(44.2943),tensor(60.8657)
27,tensor(43.6876),tensor(60.8059)
28,tensor(43.1072),tensor(61.1307)
29,tensor(42.5315),tensor(60.9785)
30,tensor(41.9961),tensor(61.3795)
31,tensor(41.3769),tensor(61.0169)
32,tensor(40.8654),tensor(61.4564)
1,tensor(92.2016),tensor(94.5767)
1,tensor(91.6664),tensor(96.0782)
