21,41,tensor(23.6726)
21,42,tensor(23.1348)
4,7,tensor(36.9854)
4,8,tensor(33.7239)
16,31,tensor(25.7930)
16,32,tensor(25.5187)
7,13,tensor(27.9423)
7,14,tensor(27.5533)
22,43,tensor(23.3551)
22,44,tensor(22.8323)
5,9,tensor(31.7200)
5,10,tensor(29.9510)
17,33,tensor(25.6060)
17,34,tensor(25.3701)
8,15,tensor(27.4977)
8,16,tensor(26.9788)
23,45,tensor(23.1224)
23,46,tensor(22.5895)
6,11,tensor(28.7176)
6,12,tensor(27.5847)
18,35,tensor(25.3885)
18,36,tensor(25.1408)
9,17,tensor(27.0875)
9,18,tensor(26.6420)
24,47,tensor(22.8509)
24,48,tensor(22.3106)
7,13,tensor(27.5348)
7,14,tensor(27.0449)
19,37,tensor(25.1613)
19,38,tensor(24.9432)
25,49,tensor(22.6017)
25,50,tensor(22.0968)
10,19,tensor(26.7377)
10,20,tensor(26.3165)
8,15,tensor(27.0300)
8,16,tensor(26.5456)
20,39,tensor(24.9162)
20,40,tensor(24.6678)
26,51,tensor(22.3893)
26,52,tensor(21.9288)
11,21,tensor(26.4965)
11,22,tensor(26.0777)
9,17,tensor(26.7455)
9,18,tensor(26.2328)
27,53,tensor(22.2276)
27,54,tensor(21.7519)
21,41,tensor(24.6555)
21,42,tensor(24.4565)
12,23,tensor(26.1713)
12,24,tensor(25.7473)
28,55,tensor(21.9663)
28,56,tensor(21.4428)
10,19,tensor(26.4374)
10,20,tensor(26.0461)
22,43,tensor(24.3828)
22,44,tensor(24.1524)
29,57,tensor(21.8016)
29,58,tensor(21.2581)
13,25,tensor(25.9896)
13,26,tensor(25.5397)
11,21,tensor(26.2822)
11,22,tensor(25.7582)
23,45,tensor(24.1358)
23,46,tensor(23.8962)
14,27,tensor(25.6878)
14,28,tensor(25.2632)
12,23,tensor(26.0209)
12,24,tensor(25.4955)
24,47,tensor(23.8310)
24,48,tensor(23.6098)
15,29,tensor(25.3994)
15,30,tensor(24.9244)
13,25,tensor(25.8166)
13,26,tensor(25.3018)
25,49,tensor(23.5615)
25,50,tensor(23.2820)
16,31,tensor(25.1511)
16,32,tensor(24.6708)
14,27,tensor(25.5770)
14,28,tensor(25.0707)
26,51,tensor(23.2134)
26,52,tensor(22.9652)
15,29,tensor(25.2818)
15,30,tensor(24.7623)
17,33,tensor(24.8020)
17,34,tensor(24.3457)
16,31,tensor(25.0688)
16,32,tensor(24.5317)
27,53,tensor(22.9043)
27,54,tensor(22.6698)
18,35,tensor(24.5086)
18,36,tensor(24.0089)
17,33,tensor(24.7161)
17,34,tensor(24.2315)
28,55,tensor(22.5624)
28,56,tensor(22.3309)
19,37,tensor(24.1911)
19,38,tensor(23.7084)
18,35,tensor(24.4216)
18,36,tensor(23.9402)
29,57,tensor(22.2846)
29,58,tensor(22.0670)
20,39,tensor(23.8730)
20,40,tensor(23.4143)
19,37,tensor(24.1719)
19,38,tensor(23.6128)
30,59,tensor(21.9788)
30,60,tensor(21.7821)
21,41,tensor(23.5715)
21,42,tensor(23.0482)
20,39,tensor(23.8172)
20,40,tensor(23.2845)
31,61,tensor(21.7430)
31,62,tensor(21.5410)
22,43,tensor(23.2560)
22,44,tensor(22.7470)
21,41,tensor(23.4630)
21,42,tensor(22.9480)
32,63,tensor(21.4304)
32,64,tensor(21.2554)
23,45,tensor(23.0166)
23,46,tensor(22.4416)
22,43,tensor(23.0935)
22,44,tensor(22.5919)
33,65,tensor(21.1216)
33,66,tensor(21.0382)
24,47,tensor(22.7070)
24,48,tensor(22.1662)
23,45,tensor(22.8577)
23,46,tensor(22.3109)
24,47,tensor(22.5795)
24,48,tensor(21.9980)
34,67,tensor(20.8939)
34,68,tensor(20.7707)
25,49,tensor(22.4369)
25,50,tensor(21.8821)
25,49,tensor(22.3200)
25,50,tensor(21.7391)
26,51,tensor(22.1923)
26,52,tensor(21.6656)
26,51,tensor(22.0434)
26,52,tensor(21.5313)
27,53,tensor(21.9389)
27,54,tensor(21.4068)
27,53,tensor(21.8278)
27,54,tensor(21.3808)
28,55,tensor(21.6694)
28,56,tensor(21.1245)
28,55,tensor(21.5755)
28,56,tensor(21.0774)
29,57,tensor(21.3926)
29,58,tensor(20.8638)
29,57,tensor(21.3573)
29,58,tensor(20.8367)
30,59,tensor(21.1524)
30,60,tensor(20.6541)
30,59,tensor(21.1188)
30,60,tensor(20.6036)
31,61,tensor(20.9184)
31,62,tensor(20.4096)
31,61,tensor(20.9517)
31,62,tensor(20.4124)
1,1,tensor(45.7234)
1,2,tensor(45.5844)
32,63,tensor(20.6375)
32,64,tensor(20.1528)
33,65,tensor(20.3756)
33,66,tensor(19.9325)
2,3,tensor(44.1442)
2,4,tensor(42.1313)
34,67,tensor(20.0944)
34,68,tensor(19.6267)
3,5,tensor(39.2366)
3,6,tensor(39.6476)
4,7,tensor(36.8351)
4,8,tensor(35.2727)
5,9,tensor(34.5930)
5,10,tensor(33.5933)
6,11,tensor(32.2552)
6,12,tensor(31.0317)
7,13,tensor(30.3977)
7,14,tensor(28.9240)
8,15,tensor(28.1832)
8,16,tensor(27.1810)
9,17,tensor(26.8109)
9,18,tensor(26.0547)
10,19,tensor(26.1520)
10,20,tensor(25.5732)
11,21,tensor(25.8610)
11,22,tensor(25.3020)
12,23,tensor(25.6068)
12,24,tensor(25.0781)
13,25,tensor(25.3577)
13,26,tensor(24.8764)
14,27,tensor(25.1148)
14,28,tensor(24.6257)
15,29,tensor(24.9021)
15,30,tensor(24.4231)
16,31,tensor(24.6985)
16,32,tensor(24.2049)
17,33,tensor(24.5390)
17,34,tensor(24.0328)
18,35,tensor(24.3199)
18,36,tensor(23.8368)
19,37,tensor(24.1392)
19,38,tensor(23.6686)
20,39,tensor(23.9587)
20,40,tensor(23.4749)
21,41,tensor(23.7869)
21,42,tensor(23.2950)
22,43,tensor(23.5609)
22,44,tensor(23.0640)
23,45,tensor(23.3346)
23,46,tensor(22.8019)
24,47,tensor(23.0658)
24,48,tensor(22.5036)
25,49,tensor(22.7503)
25,50,tensor(22.1989)
26,51,tensor(22.4700)
26,52,tensor(21.8244)
27,53,tensor(22.1589)
27,54,tensor(21.5287)
28,55,tensor(21.8711)
28,56,tensor(21.2361)
29,57,tensor(21.5626)
29,58,tensor(20.9689)
30,59,tensor(21.3266)
30,60,tensor(20.6695)
31,61,tensor(21.0225)
31,62,tensor(20.3545)
32,63,tensor(20.7775)
32,64,tensor(20.0879)
1,1,tensor(45.8819)
1,2,tensor(46.3196)
1,1,tensor(45.6969)
1,2,tensor(45.9695)
2,3,tensor(45.7524)
2,4,tensor(46.1623)
2,3,tensor(45.5756)
2,4,tensor(45.8151)
3,5,tensor(45.5722)
3,6,tensor(45.8993)
3,5,tensor(45.4005)
3,6,tensor(45.5774)
4,7,tensor(45.2619)
4,8,tensor(45.5229)
4,7,tensor(45.1146)
4,8,tensor(45.2273)
5,9,tensor(44.8342)
5,10,tensor(44.9882)
6,11,tensor(44.2453)
6,12,tensor(44.2805)
5,9,tensor(44.7005)
5,10,tensor(44.6992)
7,13,tensor(43.4380)
7,14,tensor(43.2802)
6,11,tensor(44.1471)
6,12,tensor(44.0195)
7,13,tensor(43.4398)
7,14,tensor(43.1259)
8,15,tensor(42.3832)
8,16,tensor(42.1275)
8,15,tensor(42.3976)
8,16,tensor(42.0722)
9,17,tensor(41.1714)
9,18,tensor(40.7318)
9,17,tensor(41.2057)
9,18,tensor(40.6375)
10,19,tensor(39.6782)
10,20,tensor(39.2020)
10,19,tensor(39.7526)
10,20,tensor(39.1075)
11,21,tensor(38.1764)
11,22,tensor(37.5822)
11,21,tensor(38.2416)
11,22,tensor(37.4217)
12,23,tensor(36.8689)
12,24,tensor(36.3797)
12,23,tensor(36.8093)
12,24,tensor(36.0248)
13,25,tensor(35.8606)
13,26,tensor(35.5136)
13,25,tensor(35.6166)
13,26,tensor(34.9508)
14,27,tensor(35.2001)
14,28,tensor(34.8324)
14,27,tensor(34.7826)
14,28,tensor(34.1507)
15,29,tensor(34.4430)
15,30,tensor(33.9767)
15,29,tensor(33.9941)
15,30,tensor(33.3049)
16,31,tensor(33.4403)
16,32,tensor(32.7937)
16,31,tensor(32.9838)
16,32,tensor(32.0423)
17,33,tensor(32.1639)
17,34,tensor(31.5511)
17,33,tensor(31.7015)
17,34,tensor(30.7378)
18,35,tensor(31.0086)
18,36,tensor(30.4446)
18,35,tensor(30.4737)
18,36,tensor(29.5692)
19,37,tensor(29.9880)
19,38,tensor(29.5848)
19,37,tensor(29.3998)
19,38,tensor(28.6580)
20,39,tensor(29.1721)
20,40,tensor(28.6791)
20,39,tensor(28.5570)
20,40,tensor(27.8298)
21,41,tensor(28.3225)
21,42,tensor(27.9134)
22,43,tensor(27.6673)
22,44,tensor(27.3171)
21,41,tensor(27.8275)
21,42,tensor(27.0792)
23,45,tensor(27.2063)
23,46,tensor(27.0217)
22,43,tensor(27.1453)
22,44,tensor(26.5947)
24,47,tensor(26.9645)
24,48,tensor(26.7989)
23,45,tensor(26.8020)
23,46,tensor(26.2659)
1,1,tensor(35.7492)
1,2,tensor(36.0785)
1,1,tensor(35.5828)
1,2,tensor(35.8219)
25,49,tensor(26.8160)
25,50,tensor(26.6183)
24,47,tensor(26.5435)
24,48,tensor(26.1039)
1,1,tensor(36.3738)
1,2,tensor(36.5986)
1,1,tensor(36.2445)
1,2,tensor(36.3918)
26,51,tensor(26.5797)
26,52,tensor(26.3990)
25,49,tensor(26.3803)
25,50,tensor(25.8661)
2,3,tensor(35.6756)
2,4,tensor(36.0060)
2,3,tensor(35.5073)
2,4,tensor(35.7456)
2,3,tensor(36.3013)
2,4,tensor(36.5266)
2,3,tensor(36.1719)
2,4,tensor(36.3223)
27,53,tensor(26.3924)
27,54,tensor(26.2587)
26,51,tensor(26.1417)
26,52,tensor(25.6350)
3,5,tensor(35.4363)
3,6,tensor(35.6736)
3,5,tensor(35.6044)
3,6,tensor(35.9338)
3,5,tensor(36.2326)
3,6,tensor(36.4572)
3,5,tensor(36.1052)
3,6,tensor(36.2466)
1,1,tensor(46.5038)
1,2,tensor(46.6720)
24)
1,1,tensor(46.6642)
1,2,tensor(46.8919)
83)
1,1,tensor(46.7010)
1,2,tensor(46.9140)
4,7,tensor(35.5327)
4,8,tensor(35.8533)
4,7,tensor(35.3644)
4,8,tensor(35.5969)
28,55,tensor(25.8719)
28,56,tensor(25.4062)
29,57,tensor(26.2383)
29,58,tensor(26.1072)
4,7,tensor(36.0354)
4,8,tensor(36.1781)
4,7,tensor(36.1620)
4,8,tensor(36.3850)
2,3,tensor(46.3757)
2,4,tensor(46.5208)
2,3,tensor(46.5360)
2,4,tensor(46.7353)
2,3,tensor(46.5666)
2,4,tensor(46.7518)
5,9,tensor(35.4577)
5,10,tensor(35.7836)
5,9,tensor(35.2880)
5,10,tensor(35.5242)
29,57,tensor(25.7797)
29,58,tensor(25.3517)
30,59,tensor(26.1992)
30,60,tensor(26.0994)
5,9,tensor(36.0926)
5,10,tensor(36.3083)
5,9,tensor(35.9633)
5,10,tensor(36.1035)
3,5,tensor(46.3431)
3,6,tensor(46.4833)
3,5,tensor(46.1831)
3,6,tensor(46.2841)
3,5,tensor(46.3649)
3,6,tensor(46.4985)
95)
6,11,tensor(35.2116)
6,12,tensor(35.4475)
6,11,tensor(35.3850)
6,12,tensor(35.7089)
31,61,tensor(26.2014)
31,62,tensor(26.0383)
31,61,tensor(25.7369)
31,62,tensor(25.2847)
6,11,tensor(36.0167)
6,12,tensor(36.2397)
4,7,tensor(46.0403)
4,8,tensor(46.0872)
6,11,tensor(35.8935)
6,12,tensor(36.0356)
4,7,tensor(46.0676)
4,8,tensor(46.0957)
7,13,tensor(35.1374)
7,14,tensor(35.3691)
7,13,tensor(35.3106)
7,14,tensor(35.6281)
32,63,tensor(26.2085)
32,64,tensor(26.0017)
32,63,tensor(25.7499)
32,64,tensor(25.2747)
7,13,tensor(35.9450)
7,14,tensor(36.1635)
7,13,tensor(35.8220)
7,14,tensor(35.9608)
5,9,tensor(45.5854)
5,10,tensor(45.5518)
5,9,tensor(45.4574)
5,10,tensor(45.3771)
5,9,tensor(45.6121)
5,10,tensor(45.5464)
33,65,tensor(26.1351)
33,66,tensor(25.9544)
33,65,tensor(25.6756)
33,66,tensor(25.2280)
8,15,tensor(35.2332)
8,16,tensor(35.5472)
6,11,tensor(44.9570)
6,12,tensor(44.8296)
6,11,tensor(44.8253)
6,12,tensor(44.6926)
6,11,tensor(44.9718)
6,12,tensor(44.8383)
34,67,tensor(25.5957)
34,68,tensor(25.1970)
34,67,tensor(26.0761)
34,68,tensor(25.9170)
9,17,tensor(34.9828)
9,18,tensor(35.2063)
9,17,tensor(35.1535)
9,18,tensor(35.4693)
35,69,tensor(25.5955)
35,70,tensor(25.1528)
35,69,tensor(26.0605)
35,70,tensor(25.8747)
9,17,tensor(35.7941)
9,18,tensor(36.0081)
9,17,tensor(35.6728)
9,18,tensor(35.8061)
7,13,tensor(44.1310)
7,14,tensor(43.8711)
7,13,tensor(44.0358)
7,14,tensor(43.7238)
7,13,tensor(44.1304)
7,14,tensor(43.8199)
10,19,tensor(34.9031)
10,20,tensor(35.1236)
10,19,tensor(35.0737)
10,20,tensor(35.3833)
36,71,tensor(25.5557)
36,72,tensor(25.0853)
36,71,tensor(25.9984)
36,72,tensor(25.8058)
10,19,tensor(35.5939)
10,20,tensor(35.7256)
10,19,tensor(35.7127)
10,20,tensor(35.9229)
,tensor(43.0439)
8,16,tensor(42.6672)
37,73,tensor(25.9366)
37,74,tensor(25.8090)
11,21,tensor(34.8175)
11,22,tensor(35.0339)
11,21,tensor(34.9890)
11,22,tensor(35.2939)
38,75,tensor(25.9351)
38,76,tensor(25.7933)
9,17,tensor(41.7881)
9,18,tensor(41.1987)
9,17,tensor(41.7606)
9,18,tensor(41.1958)
9,17,tensor(41.7972)
9,18,tensor(41.2366)
11,21,tensor(35.6304)
11,22,tensor(35.8430)
11,21,tensor(35.5117)
11,22,tensor(35.6418)
12,23,tensor(34.7330)
12,24,tensor(34.9435)
12,23,tensor(34.9008)
12,24,tensor(35.2052)
39,77,tensor(25.8772)
39,78,tensor(25.7236)
10,19,tensor(40.3338)
10,20,tensor(39.5980)
10,19,tensor(40.3250)
10,20,tensor(39.6815)
10,19,tensor(40.3521)
10,20,tensor(39.6983)
40,79,tensor(25.8195)
40,80,tensor(25.7065)
12,23,tensor(35.5467)
12,24,tensor(35.7544)
12,23,tensor(35.4277)
12,24,tensor(35.5542)
13,25,tensor(34.6386)
13,26,tensor(34.8485)
13,25,tensor(34.8116)
13,26,tensor(35.1094)
41,81,tensor(25.7605)
41,82,tensor(25.6316)
13,25,tensor(35.4583)
13,26,tensor(35.6594)
13,25,tensor(35.3410)
13,26,tensor(35.4612)
11,21,tensor(38.7747)
11,22,tensor(38.0787)
11,21,tensor(38.7161)
11,22,tensor(37.9567)
42,83,tensor(25.7367)
42,84,tensor(25.5834)
14,27,tensor(34.5435)
14,28,tensor(34.7503)
14,27,tensor(34.7159)
14,28,tensor(35.0108)
43,85,tensor(25.6867)
43,86,tensor(25.5551)
12,23,tensor(37.2619)
12,24,tensor(36.7313)
12,23,tensor(37.1662)
12,24,tensor(36.5657)
12,23,tensor(37.3022)
12,24,tensor(36.7482)
14,27,tensor(35.3683)
14,28,tensor(35.5670)
14,27,tensor(35.2481)
14,28,tensor(35.3687)
15,29,tensor(34.6190)
15,30,tensor(34.9096)
15,29,tensor(34.4432)
15,30,tensor(34.6488)
13,25,tensor(35.9748)
13,26,tensor(35.4400)
13,25,tensor(36.1077)
13,26,tensor(35.6472)
13,25,tensor(36.0914)
13,26,tensor(35.6216)
15,29,tensor(35.2699)
15,30,tensor(35.4667)
15,29,tensor(35.1540)
15,30,tensor(35.2684)
16,31,tensor(34.3422)
16,32,tensor(34.5445)
16,31,tensor(34.5157)
16,32,tensor(34.8010)
14,27,tensor(35.0739)
14,28,tensor(34.4955)
14,27,tensor(35.2101)
14,28,tensor(34.7316)
14,27,tensor(35.2631)
14,28,tensor(34.7518)
16,31,tensor(35.1686)
16,32,tensor(35.3656)
16,31,tensor(35.0544)
16,32,tensor(35.1668)
17,33,tensor(34.4121)
17,34,tensor(34.6879)
17,33,tensor(34.2374)
17,34,tensor(34.4290)
15,29,tensor(34.1262)
15,30,tensor(33.3374)
15,29,tensor(34.2764)
15,30,tensor(33.5889)
15,29,tensor(34.3556)
15,30,tensor(33.6493)
17,33,tensor(35.0665)
17,34,tensor(35.2505)
17,33,tensor(34.9511)
17,34,tensor(35.0571)
18,35,tensor(34.1230)
18,36,tensor(34.3137)
18,35,tensor(34.2974)
18,36,tensor(34.5754)
16,31,tensor(33.1298)
16,32,tensor(32.3108)
16,31,tensor(32.9277)
16,32,tensor(32.0597)
16,31,tensor(33.1140)
16,32,tensor(32.3843)
19,37,tensor(34.1860)
19,38,tensor(34.4547)
19,37,tensor(34.0092)
19,38,tensor(34.1949)
18,35,tensor(34.9549)
18,36,tensor(35.1449)
18,35,tensor(34.8393)
18,36,tensor(34.9460)
17,33,tensor(31.8315)
17,34,tensor(30.9714)
17,33,tensor(31.8816)
17,34,tensor(31.0662)
17,33,tensor(31.6323)
17,34,tensor(30.7207)
20,39,tensor(34.0665)
20,40,tensor(34.3286)
19,37,tensor(34.7277)
19,38,tensor(34.8249)
20,39,tensor(33.8894)
20,40,tensor(34.0690)
19,37,tensor(34.8383)
19,38,tensor(35.0231)
18,35,tensor(30.6881)
18,36,tensor(29.8856)
18,35,tensor(30.6966)
18,36,tensor(29.9908)
18,35,tensor(30.4581)
18,36,tensor(29.6190)
21,41,tensor(33.7615)
21,42,tensor(33.9394)
21,41,tensor(33.9394)
21,42,tensor(34.1991)
20,39,tensor(34.6112)
20,40,tensor(34.7049)
20,39,tensor(34.7190)
20,40,tensor(34.8979)
19,37,tensor(29.7059)
19,38,tensor(28.9327)
19,37,tensor(29.4700)
19,38,tensor(28.6478)
19,37,tensor(29.7736)
19,38,tensor(29.1188)
22,43,tensor(33.6319)
22,44,tensor(33.8063)
22,43,tensor(33.8144)
22,44,tensor(34.0674)
21,41,tensor(34.4953)
21,42,tensor(34.5832)
21,41,tensor(34.6040)
21,42,tensor(34.7770)
20,39,tensor(28.6500)
20,40,tensor(27.9132)
20,39,tensor(28.9065)
20,40,tensor(28.2003)
20,39,tensor(29.0163)
20,40,tensor(28.3890)
23,45,tensor(33.5062)
23,46,tensor(33.6678)
23,45,tensor(33.6818)
23,46,tensor(33.9310)
22,43,tensor(34.4717)
22,44,tensor(34.6435)
22,43,tensor(34.3612)
22,44,tensor(34.4471)
21,41,tensor(28.2833)
21,42,tensor(27.6059)
21,41,tensor(28.3925)
21,42,tensor(27.8413)
21,41,tensor(27.9826)
21,42,tensor(27.2656)
24,47,tensor(33.5425)
24,48,tensor(33.7895)
24,47,tensor(33.3603)
24,48,tensor(33.5247)
23,45,tensor(34.3404)
23,46,tensor(34.5090)
23,45,tensor(34.2293)
23,46,tensor(34.3145)
22,43,tensor(27.9330)
22,44,tensor(27.4602)
22,43,tensor(27.8218)
22,44,tensor(27.2646)
22,43,tensor(27.5003)
22,44,tensor(26.8880)
25,49,tensor(33.4076)
25,50,tensor(33.6432)
25,49,tensor(33.2241)
25,50,tensor(33.3767)
24,47,tensor(34.1008)
24,48,tensor(34.1761)
24,47,tensor(34.2085)
24,48,tensor(34.3699)
23,45,tensor(27.5521)
23,46,tensor(26.9962)
23,45,tensor(27.6646)
23,46,tensor(27.1881)
23,45,tensor(27.1909)
23,46,tensor(26.6141)
26,51,tensor(33.0767)
26,52,tensor(33.2287)
26,51,tensor(33.2637)
26,52,tensor(33.4935)
25,49,tensor(33.9582)
25,50,tensor(34.0273)
25,49,tensor(34.0620)
25,50,tensor(34.2273)
24,47,tensor(27.0115)
24,48,tensor(26.3860)
24,47,tensor(27.3916)
24,48,tensor(26.7759)
24,47,tensor(27.4640)
24,48,tensor(26.9801)
27,53,tensor(33.1184)
27,54,tensor(33.3439)
27,53,tensor(32.9290)
27,54,tensor(33.0712)
26,51,tensor(33.8105)
26,52,tensor(33.8908)
26,51,tensor(33.9158)
26,52,tensor(34.0785)
25,49,tensor(27.1106)
25,50,tensor(26.5548)
25,49,tensor(27.2289)
25,50,tensor(26.7638)
28,55,tensor(32.7779)
28,56,tensor(32.9130)
28,55,tensor(32.9703)
28,56,tensor(33.1905)
26,51,tensor(26.4689)
26,52,tensor(25.9965)
27,53,tensor(33.7723)
27,54,tensor(33.9270)
27,53,tensor(33.6673)
27,54,tensor(33.7309)
26,51,tensor(26.9397)
26,52,tensor(26.5646)
26,51,tensor(26.8322)
26,52,tensor(26.4028)
29,57,tensor(32.6211)
29,58,tensor(32.7600)
29,57,tensor(32.8204)
29,58,tensor(33.0346)
27,53,tensor(26.2860)
27,54,tensor(25.8066)
28,55,tensor(33.6220)
28,56,tensor(33.7724)
28,55,tensor(33.5132)
28,56,tensor(33.5768)
30,59,tensor(32.4651)
30,60,tensor(32.5944)
30,59,tensor(32.6656)
30,60,tensor(32.8765)
28,55,tensor(26.6554)
28,56,tensor(26.3992)
28,55,tensor(26.2239)
28,56,tensor(25.7591)
28,55,tensor(26.6359)
28,56,tensor(26.2076)
29,57,tensor(33.3672)
29,58,tensor(33.4257)
29,57,tensor(33.4636)
29,58,tensor(33.6120)
31,61,tensor(32.5093)
31,62,tensor(32.7116)
31,61,tensor(32.3071)
31,62,tensor(32.4283)
29,57,tensor(26.1845)
29,58,tensor(25.7271)
29,57,tensor(26.6398)
29,58,tensor(26.3608)
29,57,tensor(26.5926)
29,58,tensor(26.1860)
30,59,tensor(33.3049)
30,60,tensor(33.4529)
30,59,tensor(33.2041)
30,60,tensor(33.2617)
30,59,tensor(26.6661)
30,60,tensor(26.3200)
32,63,tensor(32.3508)
32,64,tensor(32.5498)
32,63,tensor(32.1456)
32,64,tensor(32.2664)
30,59,tensor(26.1236)
30,60,tensor(25.6723)
30,59,tensor(26.5357)
30,60,tensor(26.1495)
31,61,tensor(33.0498)
31,62,tensor(33.0981)
31,61,tensor(33.1457)
31,62,tensor(33.2849)
31,61,tensor(26.5746)
31,62,tensor(26.2815)
31,61,tensor(26.0596)
31,62,tensor(25.6332)
33,65,tensor(31.9795)
33,66,tensor(32.0971)
33,65,tensor(32.1920)
33,66,tensor(32.3882)
31,61,tensor(26.4954)
31,62,tensor(26.0928)
32,63,tensor(26.5436)
32,64,tensor(26.2544)
32,63,tensor(32.9886)
32,64,tensor(33.1268)
32,63,tensor(32.8900)
32,64,tensor(32.9401)
32,63,tensor(26.0293)
32,64,tensor(25.6247)
32,63,tensor(26.4622)
32,64,tensor(26.0514)
34,67,tensor(31.8229)
34,68,tensor(31.9287)
34,67,tensor(32.0353)
34,68,tensor(32.2245)
33,65,tensor(26.5048)
33,66,tensor(26.2313)
33,65,tensor(25.9721)
33,66,tensor(25.6121)
33,65,tensor(32.8297)
33,66,tensor(32.9531)
33,65,tensor(32.7278)
33,66,tensor(32.7658)
33,65,tensor(26.3849)
33,66,tensor(26.0400)
35,69,tensor(31.6579)
35,70,tensor(31.7648)
35,69,tensor(31.8766)
35,70,tensor(32.0598)
34,67,tensor(26.4492)
34,68,tensor(26.2111)
34,67,tensor(25.9536)
34,68,tensor(25.5611)
34,67,tensor(32.5650)
34,68,tensor(32.6064)
34,67,tensor(32.6669)
34,68,tensor(32.7876)
36,71,tensor(31.7172)
36,72,tensor(31.8999)
36,71,tensor(31.4970)
36,72,tensor(31.6023)
35,69,tensor(26.4346)
35,70,tensor(26.1310)
35,69,tensor(25.9352)
35,70,tensor(25.5117)
35,69,tensor(26.3425)
35,70,tensor(25.9633)
35,69,tensor(32.3978)
35,70,tensor(32.4393)
35,69,tensor(32.5002)
35,70,tensor(32.6253)
36,71,tensor(26.3902)
36,72,tensor(26.1237)
37,73,tensor(31.5578)
37,74,tensor(31.7345)
37,73,tensor(31.3283)
37,74,tensor(31.4312)
36,71,tensor(25.8791)
36,72,tensor(25.4810)
36,71,tensor(26.2815)
36,72,tensor(25.9106)
37,73,tensor(26.3646)
37,74,tensor(26.0312)
36,71,tensor(32.3388)
36,72,tensor(32.4573)
36,71,tensor(32.2422)
36,72,tensor(32.2689)
38,75,tensor(31.1712)
38,76,tensor(31.2631)
38,75,tensor(31.4030)
38,76,tensor(31.5725)
37,73,tensor(25.8282)
37,74,tensor(25.4098)
37,73,tensor(26.2435)
37,74,tensor(25.8487)
38,75,tensor(26.3142)
38,76,tensor(26.0203)
37,73,tensor(32.0785)
37,74,tensor(32.1038)
37,73,tensor(32.1676)
37,74,tensor(32.2842)
39,77,tensor(31.2483)
39,78,tensor(31.4103)
39,77,tensor(31.0118)
39,78,tensor(31.0983)
39,77,tensor(25.7746)
39,78,tensor(25.3283)
39,77,tensor(26.1771)
39,78,tensor(25.7559)
38,75,tensor(32.0066)
38,76,tensor(32.1142)
38,75,tensor(31.9137)
38,76,tensor(31.9347)
40,79,tensor(30.8560)
40,80,tensor(30.9394)
40,79,tensor(31.0932)
40,80,tensor(31.2555)
40,79,tensor(25.7193)
40,80,tensor(25.2704)
40,79,tensor(26.1258)
40,80,tensor(25.6860)
41,81,tensor(30.9402)
41,82,tensor(31.1003)
41,81,tensor(30.6967)
41,82,tensor(30.7800)
39,77,tensor(31.8468)
