1,1,"tensor(0.9365, device='cuda:0')"
1,2,"tensor(1.3092, device='cuda:0')"
1,3,"tensor(1.7009, device='cuda:0')"
1,4,"tensor(0.5540, device='cuda:0')"
1,5,"tensor(2.3860, device='cuda:0')"
1,6,"tensor(1.2826, device='cuda:0')"
1,7,"tensor(2.0087, device='cuda:0')"
1,8,"tensor(1.2806, device='cuda:0')"
1,9,"tensor(1.6390, device='cuda:0')"
1,10,"tensor(1.2797, device='cuda:0')"
1,11,"tensor(1.9982, device='cuda:0')"
1,12,"tensor(2.3281, device='cuda:0')"
1,13,"tensor(1.6102, device='cuda:0')"
1,14,"tensor(0.8883, device='cuda:0')"
1,15,"tensor(1.2579, device='cuda:0')"
1,16,"tensor(0.9108, device='cuda:0')"
1,17,"tensor(1.9303, device='cuda:0')"
1,18,"tensor(1.2393, device='cuda:0')"
1,19,"tensor(0.8772, device='cuda:0')"
1,20,"tensor(1.5886, device='cuda:0')"
1,21,"tensor(1.2215, device='cuda:0')"
1,22,"tensor(1.2259, device='cuda:0')"
1,23,"tensor(0.8837, device='cuda:0')"
1,24,"tensor(0.8772, device='cuda:0')"
1,25,"tensor(0.5174, device='cuda:0')"
1,26,"tensor(0.5254, device='cuda:0')"
1,27,"tensor(0.8561, device='cuda:0')"
1,28,"tensor(1.1888, device='cuda:0')"
1,29,"tensor(2.1881, device='cuda:0')"
1,30,"tensor(1.5091, device='cuda:0')"
1,31,"tensor(0.8282, device='cuda:0')"
1,32,"tensor(1.1538, device='cuda:0')"
1,33,"tensor(1.1484, device='cuda:0')"
1,34,"tensor(1.1765, device='cuda:0')"
1,35,"tensor(2.1093, device='cuda:0')"
1,36,"tensor(1.7750, device='cuda:0')"
1,37,"tensor(0.8209, device='cuda:0')"
1,38,"tensor(1.7655, device='cuda:0')"
1,39,"tensor(0.8310, device='cuda:0')"
1,40,"tensor(0.1864, device='cuda:0')"
1,41,"tensor(1.7178, device='cuda:0')"
1,42,"tensor(1.1197, device='cuda:0')"
1,43,"tensor(1.4089, device='cuda:0')"
1,44,"tensor(1.1005, device='cuda:0')"
1,45,"tensor(1.3894, device='cuda:0')"
1,46,"tensor(1.0766, device='cuda:0')"
1,47,"tensor(1.3736, device='cuda:0')"
2,48,"tensor(0.4664, device='cuda:0')"
2,49,"tensor(1.6596, device='cuda:0')"
2,50,"tensor(0.4823, device='cuda:0')"
2,51,"tensor(1.3371, device='cuda:0')"
