1,"tensor(4.3313, device='cuda:0')","tensor(3.2891, device='cuda:0')"
1,"tensor(4.2949, device='cuda:0')","tensor(3.6834, device='cuda:0')"
2,"tensor(3.4915, device='cuda:0')","tensor(3.4649, device='cuda:0')"
3,"tensor(3.4859, device='cuda:0')","tensor(3.4362, device='cuda:0')"
4,"tensor(3.7335, device='cuda:0')","tensor(3.6541, device='cuda:0')"
5,"tensor(3.7923, device='cuda:0')","tensor(2.5541, device='cuda:0')"
6,"tensor(3.4711, device='cuda:0')","tensor(3.3369, device='cuda:0')"
7,"tensor(3.2791, device='cuda:0')","tensor(3.3280, device='cuda:0')"
8,"tensor(3.2680, device='cuda:0')","tensor(3.3676, device='cuda:0')"
9,"tensor(3.5630, device='cuda:0')","tensor(3.3186, device='cuda:0')"
10,"tensor(3.5579, device='cuda:0')","tensor(3.7516, device='cuda:0')"
11,"tensor(3.1590, device='cuda:0')","tensor(3.5505, device='cuda:0')"
12,"tensor(3.4347, device='cuda:0')","tensor(3.3136, device='cuda:0')"
13,"tensor(3.1911, device='cuda:0')","tensor(2.8964, device='cuda:0')"
14,"tensor(3.6402, device='cuda:0')","tensor(2.6497, device='cuda:0')"
1,"tensor(1.9875, device='cuda:0')","tensor(1.7652, device='cuda:0')"
2,"tensor(1.8130, device='cuda:0')","tensor(1.7454, device='cuda:0')"
3,"tensor(1.8534, device='cuda:0')","tensor(1.5821, device='cuda:0')"
4,"tensor(1.6379, device='cuda:0')","tensor(1.6823, device='cuda:0')"
5,"tensor(1.7379, device='cuda:0')","tensor(1.5121, device='cuda:0')"
6,"tensor(1.6898, device='cuda:0')","tensor(1.4256, device='cuda:0')"
7,"tensor(1.6535, device='cuda:0')","tensor(2.0064, device='cuda:0')"
8,"tensor(1.6742, device='cuda:0')","tensor(1.5881, device='cuda:0')"
9,"tensor(1.7503, device='cuda:0')","tensor(1.6245, device='cuda:0')"
10,"tensor(1.4582, device='cuda:0')","tensor(1.6640, device='cuda:0')"
11,"tensor(1.5954, device='cuda:0')","tensor(1.5409, device='cuda:0')"
12,"tensor(1.8457, device='cuda:0')","tensor(1.6013, device='cuda:0')"
13,"tensor(1.6571, device='cuda:0')","tensor(1.7839, device='cuda:0')"
14,"tensor(1.4154, device='cuda:0')","tensor(1.4827, device='cuda:0')"
15,"tensor(1.7346, device='cuda:0')","tensor(1.8758, device='cuda:0')"
16,"tensor(1.4799, device='cuda:0')","tensor(1.7135, device='cuda:0')"
17,"tensor(1.6704, device='cuda:0')","tensor(1.7692, device='cuda:0')"
18,"tensor(1.7203, device='cuda:0')","tensor(1.7659, device='cuda:0')"
19,"tensor(1.6727, device='cuda:0')","tensor(1.7045, device='cuda:0')"
20,"tensor(1.5413, device='cuda:0')","tensor(1.5586, device='cuda:0')"
21,"tensor(1.5333, device='cuda:0')","tensor(1.7556, device='cuda:0')"
22,"tensor(1.6788, device='cuda:0')","tensor(1.6852, device='cuda:0')"
23,"tensor(1.6888, device='cuda:0')","tensor(1.8777, device='cuda:0')"
24,"tensor(1.6934, device='cuda:0')","tensor(1.4514, device='cuda:0')"
25,"tensor(1.6790, device='cuda:0')","tensor(1.8044, device='cuda:0')"
26,"tensor(1.8441, device='cuda:0')","tensor(1.4718, device='cuda:0')"
27,"tensor(1.6843, device='cuda:0')","tensor(1.7111, device='cuda:0')"
28,"tensor(1.5989, device='cuda:0')","tensor(1.5775, device='cuda:0')"
29,"tensor(1.5032, device='cuda:0')","tensor(1.7423, device='cuda:0')"
30,"tensor(1.7469, device='cuda:0')","tensor(1.9636, device='cuda:0')"
31,"tensor(1.7256, device='cuda:0')","tensor(1.9201, device='cuda:0')"
32,"tensor(1.6712, device='cuda:0')","tensor(1.7508, device='cuda:0')"
33,"tensor(1.5774, device='cuda:0')","tensor(1.5343, device='cuda:0')"
34,"tensor(1.5622, device='cuda:0')","tensor(1.7640, device='cuda:0')"
35,"tensor(1.6332, device='cuda:0')","tensor(1.4831, device='cuda:0')"
36,"tensor(1.5471, device='cuda:0')","tensor(1.7508, device='cuda:0')"
37,"tensor(1.6752, device='cuda:0')","tensor(1.4271, device='cuda:0')"
38,"tensor(1.7026, device='cuda:0')","tensor(1.6310, device='cuda:0')"
39,"tensor(1.5779, device='cuda:0')","tensor(1.5940, device='cuda:0')"
40,"tensor(1.6497, device='cuda:0')","tensor(1.6778, device='cuda:0')"
41,"tensor(1.6758, device='cuda:0')","tensor(1.6140, device='cuda:0')"
42,"tensor(1.8326, device='cuda:0')","tensor(1.6691, device='cuda:0')"
43,"tensor(1.5813, device='cuda:0')","tensor(1.3271, device='cuda:0')"
44,"tensor(1.7785, device='cuda:0')","tensor(1.5816, device='cuda:0')"
45,"tensor(1.8468, device='cuda:0')","tensor(1.6050, device='cuda:0')"
46,"tensor(1.5368, device='cuda:0')","tensor(1.6529, device='cuda:0')"
47,"tensor(1.8661, device='cuda:0')","tensor(1.6721, device='cuda:0')"
48,"tensor(1.6534, device='cuda:0')","tensor(1.7346, device='cuda:0')"
49,"tensor(1.6528, device='cuda:0')","tensor(1.8196, device='cuda:0')"
50,"tensor(1.6632, device='cuda:0')","tensor(1.8877, device='cuda:0')"
51,"tensor(1.5473, device='cuda:0')","tensor(1.5908, device='cuda:0')"
52,"tensor(1.5907, device='cuda:0')","tensor(1.8189, device='cuda:0')"
53,"tensor(1.6926, device='cuda:0')","tensor(1.5807, device='cuda:0')"
54,"tensor(1.7583, device='cuda:0')","tensor(1.5495, device='cuda:0')"
55,"tensor(1.6274, device='cuda:0')","tensor(1.8596, device='cuda:0')"
56,"tensor(1.6390, device='cuda:0')","tensor(1.5532, device='cuda:0')"
57,"tensor(1.8684, device='cuda:0')","tensor(1.4227, device='cuda:0')"
58,"tensor(1.6676, device='cuda:0')","tensor(1.6990, device='cuda:0')"
59,"tensor(1.7189, device='cuda:0')","tensor(1.6446, device='cuda:0')"
60,"tensor(1.7503, device='cuda:0')","tensor(1.8277, device='cuda:0')"
61,"tensor(1.7013, device='cuda:0')","tensor(1.6119, device='cuda:0')"
62,"tensor(1.6381, device='cuda:0')","tensor(1.6249, device='cuda:0')"
63,"tensor(1.5085, device='cuda:0')","tensor(1.7696, device='cuda:0')"
64,"tensor(1.5163, device='cuda:0')","tensor(1.6493, device='cuda:0')"
65,"tensor(1.6815, device='cuda:0')","tensor(1.7935, device='cuda:0')"
66,"tensor(1.7591, device='cuda:0')","tensor(1.5897, device='cuda:0')"
67,"tensor(1.6937, device='cuda:0')","tensor(1.5918, device='cuda:0')"
68,"tensor(1.7438, device='cuda:0')","tensor(1.8776, device='cuda:0')"
69,"tensor(1.5072, device='cuda:0')","tensor(1.5466, device='cuda:0')"
70,"tensor(1.7249, device='cuda:0')","tensor(1.4311, device='cuda:0')"
71,"tensor(1.6876, device='cuda:0')","tensor(1.5279, device='cuda:0')"
72,"tensor(1.7802, device='cuda:0')","tensor(1.8098, device='cuda:0')"
73,"tensor(1.4274, device='cuda:0')","tensor(1.5672, device='cuda:0')"
74,"tensor(1.6490, device='cuda:0')","tensor(1.7700, device='cuda:0')"
75,"tensor(1.3916, device='cuda:0')","tensor(1.9746, device='cuda:0')"
76,"tensor(1.4005, device='cuda:0')","tensor(1.5938, device='cuda:0')"
77,"tensor(1.5662, device='cuda:0')","tensor(1.6019, device='cuda:0')"
78,"tensor(1.8154, device='cuda:0')","tensor(1.8440, device='cuda:0')"
79,"tensor(1.7842, device='cuda:0')","tensor(1.6515, device='cuda:0')"
80,"tensor(1.7605, device='cuda:0')","tensor(1.5594, device='cuda:0')"
81,"tensor(1.6258, device='cuda:0')","tensor(1.5311, device='cuda:0')"
82,"tensor(1.6510, device='cuda:0')","tensor(1.6772, device='cuda:0')"
83,"tensor(1.6518, device='cuda:0')","tensor(1.6411, device='cuda:0')"
84,"tensor(1.6710, device='cuda:0')","tensor(1.7233, device='cuda:0')"
85,"tensor(1.5366, device='cuda:0')","tensor(1.7304, device='cuda:0')"
86,"tensor(1.5585, device='cuda:0')","tensor(1.5041, device='cuda:0')"
87,"tensor(1.6303, device='cuda:0')","tensor(1.5503, device='cuda:0')"
88,"tensor(1.6726, device='cuda:0')","tensor(1.4752, device='cuda:0')"
89,"tensor(1.4963, device='cuda:0')","tensor(1.5578, device='cuda:0')"
90,"tensor(1.6719, device='cuda:0')","tensor(1.5627, device='cuda:0')"
91,"tensor(1.6298, device='cuda:0')","tensor(1.8757, device='cuda:0')"
92,"tensor(1.7730, device='cuda:0')","tensor(1.4003, device='cuda:0')"
93,"tensor(1.7051, device='cuda:0')","tensor(1.3399, device='cuda:0')"
94,"tensor(1.4698, device='cuda:0')","tensor(1.7793, device='cuda:0')"
95,"tensor(1.6768, device='cuda:0')","tensor(1.5137, device='cuda:0')"
96,"tensor(1.6939, device='cuda:0')","tensor(1.7914, device='cuda:0')"
97,"tensor(1.7578, device='cuda:0')","tensor(1.5558, device='cuda:0')"
98,"tensor(1.8558, device='cuda:0')","tensor(1.7816, device='cuda:0')"
99,"tensor(1.6768, device='cuda:0')","tensor(1.9115, device='cuda:0')"
100,"tensor(1.7702, device='cuda:0')","tensor(2.0301, device='cuda:0')"
101,"tensor(1.2815, device='cuda:0')","tensor(1.5162, device='cuda:0')"
1,"tensor(1.4462, device='cuda:0')","tensor(0.4507, device='cuda:0')"
2,"tensor(0.1583, device='cuda:0')","tensor(0.0937, device='cuda:0')"
3,"tensor(0.0620, device='cuda:0')","tensor(0.0799, device='cuda:0')"
4,"tensor(0.0535, device='cuda:0')","tensor(0.0863, device='cuda:0')"
5,"tensor(0.0587, device='cuda:0')","tensor(0.0913, device='cuda:0')"
6,"tensor(0.0566, device='cuda:0')","tensor(0.0890, device='cuda:0')"
7,"tensor(0.0636, device='cuda:0')","tensor(0.0746, device='cuda:0')"
8,"tensor(0.0528, device='cuda:0')","tensor(0.0836, device='cuda:0')"
9,"tensor(0.0608, device='cuda:0')","tensor(0.0871, device='cuda:0')"
10,"tensor(0.0592, device='cuda:0')","tensor(0.0852, device='cuda:0')"
11,"tensor(0.0603, device='cuda:0')","tensor(0.0876, device='cuda:0')"
12,"tensor(0.0584, device='cuda:0')","tensor(0.0786, device='cuda:0')"
13,"tensor(0.0598, device='cuda:0')","tensor(0.0796, device='cuda:0')"
14,"tensor(0.0471, device='cuda:0')","tensor(0.0923, device='cuda:0')"
15,"tensor(0.0532, device='cuda:0')","tensor(0.0759, device='cuda:0')"
16,"tensor(0.0610, device='cuda:0')","tensor(0.0801, device='cuda:0')"
17,"tensor(0.0568, device='cuda:0')","tensor(0.0833, device='cuda:0')"
18,"tensor(0.0624, device='cuda:0')","tensor(0.0920, device='cuda:0')"
19,"tensor(0.0536, device='cuda:0')","tensor(0.0788, device='cuda:0')"
20,"tensor(0.0520, device='cuda:0')","tensor(0.0817, device='cuda:0')"
21,"tensor(0.0555, device='cuda:0')","tensor(0.0803, device='cuda:0')"
22,"tensor(0.0553, device='cuda:0')","tensor(0.0807, device='cuda:0')"
23,"tensor(0.0511, device='cuda:0')","tensor(0.0850, device='cuda:0')"
24,"tensor(0.0623, device='cuda:0')","tensor(0.0768, device='cuda:0')"
25,"tensor(0.0545, device='cuda:0')","tensor(0.0897, device='cuda:0')"
26,"tensor(0.0605, device='cuda:0')","tensor(0.0816, device='cuda:0')"
27,"tensor(0.0562, device='cuda:0')","tensor(0.0767, device='cuda:0')"
28,"tensor(0.0604, device='cuda:0')","tensor(0.0884, device='cuda:0')"
29,"tensor(0.0524, device='cuda:0')","tensor(0.0773, device='cuda:0')"
30,"tensor(0.0628, device='cuda:0')","tensor(0.0815, device='cuda:0')"
31,"tensor(0.0613, device='cuda:0')","tensor(0.0769, device='cuda:0')"
32,"tensor(0.0522, device='cuda:0')","tensor(0.0805, device='cuda:0')"
33,"tensor(0.0576, device='cuda:0')","tensor(0.0762, device='cuda:0')"
34,"tensor(0.0511, device='cuda:0')","tensor(0.0863, device='cuda:0')"
35,"tensor(0.0624, device='cuda:0')","tensor(0.0728, device='cuda:0')"
36,"tensor(0.0553, device='cuda:0')","tensor(0.0767, device='cuda:0')"
37,"tensor(0.0592, device='cuda:0')","tensor(0.0786, device='cuda:0')"
38,"tensor(0.0508, device='cuda:0')","tensor(0.0846, device='cuda:0')"
39,"tensor(0.0592, device='cuda:0')","tensor(0.0846, device='cuda:0')"
40,"tensor(0.0589, device='cuda:0')","tensor(0.0941, device='cuda:0')"
41,"tensor(0.0618, device='cuda:0')","tensor(0.0786, device='cuda:0')"
42,"tensor(0.0530, device='cuda:0')","tensor(0.0857, device='cuda:0')"
43,"tensor(0.0612, device='cuda:0')","tensor(0.0859, device='cuda:0')"
44,"tensor(0.0604, device='cuda:0')","tensor(0.0919, device='cuda:0')"
45,"tensor(0.0545, device='cuda:0')","tensor(0.0760, device='cuda:0')"
46,"tensor(0.0602, device='cuda:0')","tensor(0.0764, device='cuda:0')"
47,"tensor(0.0592, device='cuda:0')","tensor(0.0814, device='cuda:0')"
48,"tensor(0.0544, device='cuda:0')","tensor(0.0797, device='cuda:0')"
49,"tensor(0.0551, device='cuda:0')","tensor(0.0823, device='cuda:0')"
50,"tensor(0.0577, device='cuda:0')","tensor(0.0850, device='cuda:0')"
51,"tensor(0.0605, device='cuda:0')","tensor(0.0786, device='cuda:0')"
52,"tensor(0.0543, device='cuda:0')","tensor(0.0857, device='cuda:0')"
53,"tensor(0.0608, device='cuda:0')","tensor(0.0812, device='cuda:0')"
54,"tensor(0.0577, device='cuda:0')","tensor(0.0882, device='cuda:0')"
55,"tensor(0.0538, device='cuda:0')","tensor(0.0753, device='cuda:0')"
56,"tensor(0.0537, device='cuda:0')","tensor(0.0816, device='cuda:0')"
57,"tensor(0.0548, device='cuda:0')","tensor(0.0876, device='cuda:0')"
58,"tensor(0.0605, device='cuda:0')","tensor(0.0921, device='cuda:0')"
59,"tensor(0.0528, device='cuda:0')","tensor(0.0802, device='cuda:0')"
60,"tensor(0.0555, device='cuda:0')","tensor(0.0802, device='cuda:0')"
61,"tensor(0.0539, device='cuda:0')","tensor(0.0856, device='cuda:0')"
62,"tensor(0.0557, device='cuda:0')","tensor(0.0808, device='cuda:0')"
63,"tensor(0.0556, device='cuda:0')","tensor(0.0769, device='cuda:0')"
64,"tensor(0.0579, device='cuda:0')","tensor(0.0873, device='cuda:0')"
65,"tensor(0.0578, device='cuda:0')","tensor(0.0841, device='cuda:0')"
