Sample_ID,Plant_ID,Treated pots,dayTreatment,Dpi,Replicate,sol.sugar nmol/mg,aa µmol/mg,flav µg/mg,phe µg/mg,Chla μg/mg,Chlb μg/mg,Caro μg/mg,pisatin µg/mg,Salicylic acid
98.0,17.0,PC,2PC,2,5.0,1.2161435620977676,1.7348578989954722,0.3353659857936351,0.26993244982857423,-1.0397192907915356,-1.705639658651267,-1.9113736560699648,-1.1238396568054634,0.9787160541582747
99.0,17.0,PC,4PC,4,5.0,1.60644044873276,1.493202107183818,0.5124852705625198,0.059600461648564806,-1.110077971732782,-1.8379911101359407,-2.157624782394324,-1.4046172139106998,1.256903263242903
100.0,17.0,PC,6PC,6,5.0,1.6053858346990446,1.4387975608976933,0.4053245744005456,0.07364563635161225,-1.1123584744315071,-1.8522431328431423,-2.157624782394324,-1.581449278419883,1.2519787270088436
100.5,17.0,PC,6PC,8,5.0,1.604631857433438,1.4413761423291267,0.37095693089633786,0.06489054628310109,-1.1112175729957157,-1.8427192513318869,-2.157624782394324,-1.536838848653159,1.2544440265049501
101.0,17.0,PC,10PC,10,5.0,1.603877311257142,1.4439480917758094,0.3353659857936351,0.056058127090726995,-1.110077971732782,-1.8332852190985283,-2.157624782394324,-1.4941338114172669,1.256903263242903
101.5,17.0,PC,10PC,12,5.0,1.5560264702782711,1.3042481492500992,0.19220320539037639,0.08232473960823627,-1.1203814401025065,-1.8522431328431423,-2.1511522678887065,-1.713938461465962,1.2247824462595212
102.0,17.0,PC,14PC,14,5.0,1.5057703497061303,1.1418130957835992,0.025064655322782237,0.10791903891937249,-1.1307921761203452,-1.871567405669545,-2.144721377558416,-1.9960803535421277,1.1915955441698802
103.0,18.0,MC,0MC,0,5.0,1.6847557899780745,1.4213745786315477,0.057476567044860705,0.15078745560891527,-0.9859873587113246,-2.0240933897698015,-1.881371405766166,-1.8100823220188644,1.3042481492500992
104.0,18.0,MC,2MC,2,5.0,2.0135605636130296,1.7037882221474043,0.057476567044860705,0.30705707307546026,-1.054692832581698,-1.9215778262442065,-1.926719225744625,-1.3224595953325375,1.5708811466962733
105.0,18.0,MC,4MC,4,5.0,2.0683554372874,1.4466017863892753,0.2060431925631816,0.3245725728618698,-1.2729989651641378,-1.990570697731158,-2.0529138283052935,-1.4046172139106998,1.612595238108748
106.0,18.0,MC,6MC,6,5.0,1.909290742657713,1.5671293836586861,0.522773887377376,0.28076185175878354,-1.2439348322202264,-1.926719225744625,-2.0706134054046945,-1.2676513588375424,1.4820098587585337
106.5,18.0,MC,6MC,8,5.0,1.8457454248304388,1.5511846145675583,0.5075269552430965,0.2610102435692703,-1.2271494155282126,-1.9190170053825328,-2.0795820753874548,-1.2864944466390225,1.4363908208671288
107.0,18.0,MC,10MC,10,5.0,1.7778864362519546,1.5349814847506154,0.49204395013666646,0.24086063500659716,-1.2106411041207628,-1.9113736560699648,-2.0886319109073725,-1.3056994264750723,1.388590795531817
107.5,18.0,MC,10MC,12,5.0,1.7378332061591268,1.4599399974715026,0.542602693026677,0.24967126468875245,-1.2119013437330506,-1.926719225744625,-2.085606189990836,-1.3744944544555915,1.3561472898170766
108.0,18.0,MC,14MC,14,5.0,1.6961085354731762,1.3788070862580266,0.5907277977319083,0.25840494465750696,-1.2131631735534727,-1.9423039567613234,-2.08258959645141,-1.4483741942678001,1.322615806608284
109.0,19.0,PI,0PI,0,5.0,1.6676229456793341,1.6055365619583548,0.2060431925631816,0.3321401765447525,-1.0742799658570028,-1.7652317558535127,-1.9423039567613234,-1.2465423956273072,1.3315755479797562
110.0,19.0,PI,2PI,2,5.0,1.7653766994601452,1.5198259758959893,0.8750779220782121,0.4324800322109805,-1.1377933715793287,-1.990570697731158,-1.9796416271989676,-1.041844690103849,1.734062986393996
111.0,19.0,PI,4PI,4,5.0,2.0410407943524977,1.7690948908070623,1.183123827789685,0.7023472714609116,-1.4015637764238096,-1.9318871959030677,-1.866701216018372,-0.838469724112062,1.8744298110515856
112.0,19.0,PI,6PI,6,5.0,2.0980800296574427,1.7484062811776941,1.2136933993840975,0.8564448233827249,-1.2623321973599426,-1.8912724767488776,-1.7829313329529133,-0.4260841731593237,1.88997298110993
112.5,19.0,PI,6PI,8,5.0,2.072993620622501,1.7553069009700395,1.3142811698182264,0.8204195095403479,-1.3744944544555915,-1.9344812310801145,-1.8032251522927272,-0.4272342595425611,1.8081236223899846
113.0,19.0,PI,10PI,10,5.0,2.0472616542276003,1.7621602283693112,1.4056693617435698,0.7830477139766394,-1.5008452460052537,-1.9796416271989676,-1.8239393566802904,-0.4283856701476032,1.7189728956857206
113.5,19.0,PI,10PI,12,5.0,1.9838078159266783,1.7001614347183147,1.495139520922128,0.7730493545258628,-1.4941338114172669,-1.9344812310801145,-1.8262676464398817,-0.45464921646931833,1.6736247289203896
114.0,19.0,PI,14PI,14,5.0,1.9160531430192171,1.6340632326103273,1.5772580249818646,0.7629500174228196,-1.4874671200590777,-1.8912724767488776,-1.8286013697861019,-0.4816211841308835,1.6261220144069504
115.0,20.0,MI,0MI,0,5.0,1.6734135133741401,1.6835018713184815,-0.5378508606295616,0.21274032566146373,-1.0063132617253634,-1.9318871959030677,-1.8962600182599165,-1.0786852593249192,1.2855367983668633
116.0,20.0,MI,2MI,2,5.0,1.4979127484652746,1.9118458737484567,0.5907277977319083,0.504812021448783,-1.1956408228612703,-2.0706134054046945,-2.018427652234124,-0.5933472660790771,1.8479358765247276
117.0,20.0,MI,4MI,4,5.0,1.8153589228235094,2.0009538715145214,0.9758911935227199,0.6258621304542271,-1.3084733533577977,-2.1511522678887065,-1.901272560083461,-0.5276205923787467,1.9928013755308824
118.0,20.0,MI,6MI,6,5.0,1.9578160272133798,1.914726442990458,0.9885406945867925,0.6382301317169117,-1.3168416030283143,-1.8863096874067486,-1.901272560083461,-0.6564375610402833,1.999735226091032
118.5,20.0,MI,6MI,8,5.0,1.9155005652298356,1.8205385450187515,0.9131426771025812,0.7313029319296067,-1.426256389014181,-1.8594460451372004,-1.8522431328431423,-0.738592966810492,1.9845818696846549
119.0,20.0,MI,10MI,10,5.0,1.8713150828023566,1.716547998902724,0.8315928101384733,0.8164459943784874,-1.5491304871647156,-1.8332852190985283,-1.8055056549914525,-0.8281069370765155,1.9691953513518947
119.5,20.0,MI,10MI,12,5.0,1.7926194358540193,1.71066344067938,0.8205847305237888,0.7787503287640933,-1.5008452460052537,-2.001620533917743,-1.8262676464398817,-0.8402073440106028,1.937801445698518
120.0,20.0,MI,14MI,14,5.0,1.7071977038000248,1.7047440493520107,0.8094541230447456,0.7395778487283691,-1.4547844726287191,-2.2041447980292173,-1.8474698540904846,-0.8524559660868021,1.905389929686859
