Sample_ID,Plant_ID,Treated pots,dayTreatment,Dpi,Replicate,sol.sugar nmol/mg,aa µmol/mg,flav µg/mg,phe µg/mg,Chla μg/mg,Chlb μg/mg,Caro μg/mg,pisatin µg/mg,Salicylic acid
90.0,15.0,PI,14PI,14,4.0,1.870737215117972,1.6588022881196802,1.6215345109860526,0.7827046019471968,-1.4325260020277764,-1.7964146832902004,-1.705639658651267,-0.4446461910193835,1.611547098460497
91.0,16.0,MI,0MI,0,4.0,1.6650701149070444,1.7327367262526425,-0.45761042680609787,-0.12300402059642135,-1.126151796563843,-1.7307455797823432,-1.713938461465962,-1.3715314893249346,1.2966824245817796
92.0,16.0,MI,2MI,2,4.0,1.6023665087337844,1.8992291709122777,0.6433715312173303,0.5272143920095824,-1.2284306456842613,-1.6731164669457068,-1.7696273673265506,-0.7315479278872832,1.872931338060687
93.0,16.0,MI,4MI,4,4.0,1.8504165345802366,1.9845818696846549,0.8577191147306933,0.6250589175596386,-1.3224595953325375,-1.7435389312422527,-1.7265172436728222,-0.6449266425741429,2.0235327244325902
94.0,16.0,MI,6MI,6,4.0,1.8937083411609241,1.8965288992445317,0.9656551075597348,0.6605796210733916,-1.3626949075244366,-1.713938461465962,-1.7265172436728222,-0.7762124488717419,2.022341302528352
94.5,16.0,MI,6MI,8,4.0,1.9128439331603881,1.8145032293540244,0.9353343689337486,0.7583894061151781,-1.5008452460052537,-1.7265172436728222,-1.7097804513172983,-0.8229655375760969,2.0108006953384145
95.0,16.0,MI,10MI,10,4.0,1.9316202190558012,1.7251432707291054,0.9040654589514641,0.8474790252508004,-1.661187896080433,-1.7392562694502518,-1.6933191742632263,-0.8720121448806692,1.9991253460152065
95.5,16.0,MI,10MI,12,4.0,1.85553554784734,1.6872589201961934,0.9169006672449105,0.7765083686976539,-1.6205240168265362,-1.7392562694502518,-1.7035756744304154,-0.9085792902990886,1.9674127262271823
96.0,16.0,MI,14MI,14,4.0,1.7731817419615443,1.6478826393873365,0.9295732184986769,0.7001134656176706,-1.581449278419883,-1.7392562694502518,-1.713938461465962,-0.9465345102995242,1.934661385731188
97.0,17.0,PC,0PC,0,5.0,1.3123634301439329,1.4821803762796226,-0.35296190833036123,0.15786371543562927,-0.9819712890564345,-1.9850912319665324,-1.871567405669545,-1.4388351712210412,1.0648808105244552
